C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_45_483.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_45_483.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_45_483.jpg, 0, 0, 0, 7.832603E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_45_587.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_45_587.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_45_587.jpg, 0, 0, 0, 8.017896E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_45_689.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_45_689.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_45_689.jpg, 0, 0, 0, 7.796983E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_45_791.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_45_791.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_45_791.jpg, 0, 0, 0, 7.826598E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_45_894.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_45_894.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_45_894.jpg, 0, 0, 0, 7.833519E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_45_996.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_45_996.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_45_996.jpg, 0, 0, 0, 8.080455E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_096.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_096.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_096.jpg, 0, 0, 0, 7.989978E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_200.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_200.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_200.jpg, 0, 0, 0, 7.92821E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_303.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_303.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_303.jpg, 0, 0, 0, 7.899872E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_406.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_406.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_406.jpg, 0, 0, 0, 7.883446E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_513.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_513.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_513.jpg, 0, 0, 0, 8.419428E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_615.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_615.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_615.jpg, 0, 0, 0, 8.117104E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_717.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_717.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_717.jpg, 0, 0, 0, 7.733578E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_822.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_822.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_822.jpg, 0, 0, 0, 7.836177E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_46_931.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_46_931.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_46_931.jpg, 0, 0, 0, 7.80636E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_033.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_033.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_033.jpg, 0, 0, 0, 7.803352E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_136.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_136.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_136.jpg, 0, 0, 0, 7.929507E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_244.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_244.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_244.jpg, 0, 0, 0, 7.879196E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_350.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_350.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_350.jpg, 0, 0, 0, 7.833147E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_450.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_450.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_450.jpg, 0, 0, 0, 7.819118E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_558.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_558.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_558.jpg, 0, 0, 0, 7.837531E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_660.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_660.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_660.jpg, 0, 0, 0, 8.006452E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_767.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_767.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_767.jpg, 0, 0, 0, 7.93481E-05
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_875.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_875.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_875.jpg, 0, 0.1077372, 0, 0.007282604
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_47_978.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_47_978.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_47_978.jpg, 0, 0.4103133, 0, 0.3691528
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_081.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_081.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_081.jpg, -0.0975102, 0.7104432, 0, 1.080424
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_184.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_184.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_184.jpg, -0.4091214, 1, 0, 2.153053
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_286.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_286.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_286.jpg, -0.289455, 1, 0, 3.549874
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_387.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_387.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_387.jpg, 0, 1, 0, 4.720246
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_492.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_492.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_492.jpg, 0, 1, 0, 5.878347
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_596.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_596.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_596.jpg, 0, 1, 0, 7.025892
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_697.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_697.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_697.jpg, -0.1607802, 1, 0, 8.156443
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_799.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_799.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_799.jpg, -0.1693599, 1, 0, 9.259996
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_48_901.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_48_901.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_48_901.jpg, 0, 1, 0, 10.36977
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_004.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_004.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_004.jpg, -0.077013, 1, 0, 11.57108
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_104.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_104.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_104.jpg, -0.01708141, 1, 0, 12.46299
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_209.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_209.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_209.jpg, -0.21636, 1, 0, 13.71848
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_313.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_313.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_313.jpg, -0.438346, 1, 0, 14.92935
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_417.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_417.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_417.jpg, -0.1830661, 1, 0, 15.73314
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_523.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_523.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_523.jpg, -0.4815453, 1, 0, 16.9854
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_635.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_635.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_635.jpg, -0.3759297, 1, 0, 18.14079
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_741.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_741.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_741.jpg, -0.08423016, 1, 0, 19.01696
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_846.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_846.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_846.jpg, 0, 1, 0, 20.24024
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_49_950.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_49_950.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_49_950.jpg, 0, 1, 0, 21.32754
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_50_054.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_50_054.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_50_054.jpg, -0.092241, 1, 0, 22.27078
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_50_158.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_50_158.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_50_158.jpg, -0.3977022, 1, 0, 23.19719
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_50_258.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_50_258.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_50_258.jpg, -0.1526154, 1, 0, 24.13454
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_50_367.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_50_367.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_50_367.jpg, 0, 1, 0, 25.28269
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_50_475.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_50_475.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_50_475.jpg, 0, 1, 0, 26.23518
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_50_578.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_50_578.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_50_578.jpg, -0.1062297, 1, 0, 27.17743
C:\Users\dorge\Desktop\Data\IMG\center_2020_11_27_16_15_50_681.jpg, C:\Users\dorge\Desktop\Data\IMG\left_2020_11_27_16_15_50_681.jpg, C:\Users\dorge\Desktop\Data\IMG\right_2020_11_27_16_15_50_681.jpg, -0.3664773, 1, 0, 28.02338
